Name,Address,Manufacturer_state,Number,URL,Employees,Description,Capabilities_Overall
Bulldog Machine Inc.,"Mare Island, CA 94592",CA,707-554-8498,http://bulldogmachine.com/,Not Available,"Company Description by Thomasnet
Machine shop specializing in fabrication and welding. Capabilities include prototype and production machining, TIG and MIG welding, and assembly. Emergency machinery repair services are also available.
","['Fabrication Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services', 'Welding Services']"
Phillips Aerospace,"City of Industry, CA 91745 ",CA,626-855-4600,http://www.phillipsaerospace.com/,Not Available,"Company Description by Thomasnet
Custom manufacturer of avionics and off-the-shelf simulation systems for test tools and built-to-print fabrication services. Products include column and micro-ball grid arrays, flexible circuits, rackmount test and control equipment, production ATP, fault simulation, development test, telemetry and instrument simulation, sensor emulation and recording/ monitoring systems and control panels. Capabilities include design and manufacturing, rapid prototyping, wire laser marking, machining, full functional and parametric testing, coding, verification, mechanical, cable and harness, ground and flight hardware and circuit card assembly, press brake, and welding services. Markets served include aerospace, commercial, military and space.
","['Additive Manufacturing', 'Arrays', 'Assemblies', 'Brackets', 'Chassis', 'Controls and Controllers', 'Enclosures', 'Fabrication Services', 'Ground Support Equipment', 'Harnesses', 'Machining', 'Milling Services', 'Panels', 'Prototyping Services', 'Recorders', 'Simulators', 'Subassemblies', 'Telemetry Systems', 'Testers', 'Welding Services']"
Dyna Tech Machining,"Union City, CA 94587 ",CA,510-441-0242,http://www.dynatechmachining.com,9-Jan,"Company Description by Thomasnet
Custom manufacturer of complex metal parts. Capabilities include machining, fabrication, CNC turning, CNC milling, rapid prototyping and sawing. Materials handled include Inconel, Hastelloy and titanium.
","['Additive Manufacturing', 'Fabrication Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
Pacmin,"Fullerton, CA 92833 ",CA,714-447-4478,https://www.pacmin.com/,50-99,"Company Description by Thomasnet
Marketing service for the aviation industries including airlines, business aviation, military aerospace and commercial aerospace. Additional services include 3D printing, prototyping, tooling, graphics and finishing.
","['Additive Manufacturing', 'Consulting Services', 'COVID-19 Response', 'Fabrication Services', 'Machining', 'Medical Personal Protective Equipment (PPE)', 'Prototyping Services', 'Research, Design and Development Services', 'Shielding']"
ProTool,"Tustin, CA 92780 ",CA,714-544-0708,http://protoolco.com/,Oct-49,"Company Description by Thomasnet
General contract machining services. Custom manufacturer of defense and medical components. Services include CNC milling, CNC turning, CNC swiss type turning, assembly and electronics refurbishing.
","['Machining', 'Milling Services', 'Turning Services']"
Ocean Plastic Products,"Santa Cruz, CA 95062 ",CA,831-457-2304,http://www.oceanplasticproducts.com/,9-Jan,"Company Description by Thomasnet
Custom manufacturer of plastic fabricated products. Products include underwater dive slates, slate, furniture, display cases, boat windows, windshields, safety and hatch, shields, point of purchase, pamphlet and document displays, machine guards, trays and liners. Capabilities include machining, turning, line bending, routing, polishing, bonding, welding, and assembling.
","['Bending Services', 'Cases', 'Covers', 'Fabrication Services', 'Guards', 'Turning Services']"
Nickson's Machine,"Santa Maria, CA 93455 ",CA,805-925-2525,http://www.nicksonsmachine.com/,Oct-49,"Company Description by Thomasnet
Specializing in complete general machining and repair services for the aircraft, marine, construction and agricultural industries. Various capabilities include surface and cylindrical grinding, milling, turning and threading. FAA Certified Aircraft Repair Station.
Company Description by Nickson's Machine
The year was 1945 and using the tools and material of that time, Arnold Nickson began what was to become one of the outstanding operations of its kind in the West. The history of Nickson's Machine is like that of many successful businesses throughout the United States. 

Beginning in a small one-story structure, Nickson's made his beginning in what was to become an international business venture.

Having started in light and heavy automotive machine work, Nickson's became more involved in heavy oilfield machine work. The early 1950s were a time of steady industrial growth, and the nation's search for oil was in full swing. 

This provided an opportunity for Nickson's to diversify and grow with the booming petroleum industry which served as a source of business along with the supply of engines and replacement parts. From the outset, Nickson's began to build a reputation for quality products and efficient, dependable service.

Today, with an additional base for a larger, more diversified operation, More... Nickson's Machine now occupies a 23,000-square-foot plant in an easily accessible part of Santa Maria. This consolidated, well-equipped shop has continued to be a leader in complete engine machining, with general machine shop capabilities and a complete full service parts department. Always looking to the future for new and challenging opportunities, Nickson's present capabilities have grown significantly to include the design and manufacturing of large pump and gas compressor systems vital to the burgeoning oil and refinery business. Less
","['Balancing Services', 'Bars', 'Boring Services', 'Engine Parts', 'Grinding Services', 'Machining', 'Maintenance and Repair Services', 'Milling Services', 'Turning Services']"
"Smith Brothers, Inc.","San Diego, CA 92110 ",CA,619-296-3171,http://smithbrosmfg.com/,Oct-49,"Company Description by Thomasnet
Custom manufacturer of spot welding electrodes. Products such as spot weld inserts, shanks, adapters, holders, tee connections, drills and reamers are available. Capabilities include automatic screw machining, milling, turning, lathe work and manufacturing services.
","['Machining', 'Milling Services', 'Turning Services', 'Welders', 'Welding Rods, Wire and Electrodes']"
"Hollywood Manufacturing, Inc.","North Hollywood, CA 91605 ",CA,818-764-6717,http://hollywoodmfg.com/,9-Jan,"Company Description by Thomasnet
Custom manufacturer of specialty fasteners and parts. Products include bolts, screws, studs, pins, nuts, rivets, bushings and washers. Capabilities include cutting, hot forging, centerless grinding, CNC machining, turning, milling, drilling, broaching, slotting and thread rolling services.
","['Bolts', 'Drilling Services', 'Fasteners', 'Forging Services', 'Forming Services', 'Machining', 'Milling Services', 'Nuts', 'Rivets', 'Screws', 'Studs', 'Turning Services', 'Washers']"
Quick Draw & Machining Inc.,"Ventura, CA 93003 ",CA,888-254-7797,http://quickdraw.com/,Oct-49,"Company Description by Thomasnet
Specializing in sheet metal fabrication. Aluminum, brass, bronze, stainless steel, titanium, nickel and copper alloys and other materials worked with. Various capabilities include deburring, grinding, milling, deep drawing, precision stamping, hydroforming, grinding, printing, assembly, prototyping and designing. Military, scientific, automotive, aerospace, medical, commercial and other industries served.
Company Description by Quick Draw & Machining Inc.
We are here to help make your product concepts a reality! 

Quick Draw is an engineer-to-order manufacturing shop that specializes in deep drawn parts from sheet metal. On many projects we are able to save manufacturing time and money for our customers due to effective planning and engineering. Products that are machined from solid stock use more raw materials and generally take longer to produce versus deep drawing from sheet or coil. 

Our project management approach to manufacturing helps meet deadlines and budgets without changing scope. We have increased our production capabilities through effective quality management, capacity management and production management to better serve our customers. 

The goal of our company has always been and continues to be the production of perfect parts built to our customers specifications. We have over 50 years of experience in metal working and take pride in accomplishing difficult projects on time and to our customers satisfaction. Our expertise More... continues to grow and allows us to work with various types of metal, from common stainless steel to more exotics and copper alloys. Our capabilities range from small parts (less than .025) up to 24. 

 No matter what the application or industry, we will produce exactly what you are looking for in your product. Contact us today to speak with our sales or quality department and see for yourself what we have to offer your company and why Quick Draw should be your first choice. Less
","['Additive Manufacturing', 'Aircraft Parts', 'Assemblies', 'Assembly Services', 'Cans', 'COVID-19 Response', 'Dies', 'Fabrication Services', 'Fixtures', 'Forging Services', 'Forming Services', 'Housings', 'Hydroforming Services', 'Laser Components', 'Machining', 'Manufacturing Services', 'Medical Components', 'Medical Equipment', 'Medical Products and Hospital Equipment', 'Microwave Equipment', 'Milling Services', 'Plastics', 'Printing and Marking Services', 'Prototyping Services', 'Shielding', 'Spacecraft', 'Stamping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Trays', 'Welding Services']"
"5H SHEET METAL FABRICATION, INC.","ORANGE, CA 91803 ",CA,714-633-7544,http://www.5hfab.com,Not Available,"Company Description by Thomasnet
Custom manufacturer of components for aerospace, medical, electronics, military and commercial industries. Capabilities include sheet metal fabrication, welding, machining and assembly, punching, forming, cutting, shearing and notching services.
","['Brackets', 'Chassis', 'Cutting Services', 'Enclosures', 'Fabrication Services', 'Forming Services', 'Machining', 'Panels', 'Punching Services', 'Welding Services']"
